_id.programme,_id.year,count,totalCost,avgTotalCost,stdDevTotalCost,minTotalCost,maxTotalCost,ecMaxContribution,avgEcMaxContribution,stdDevEcMaxContribution,minEcMaxContribution,maxEcMaxContribution,programeDesc.RCN,programeDesc.Code,programeDesc.Title,programeDesc.ShortTitle
FP7-PEOPLE,2014,6327,4.21467644e+09,666141.3687371582,1.7619871009610635e+06,11250,2.4999245e+07,3.469046983e+09,548292.5530267109,1.0818005011814106e+06,11250,9.999698e+06,,FP7-PEOPLE,"Programme spécifique ""Personnes"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Personnes"""
FP7-PEOPLE,2013,6220,3.97072642e+09,638380.4533762058,1.5562874459792073e+06,0,2.4999245e+07,3.419624213e+09,549778.8123794212,1.0712374114444752e+06,11250,9.999698e+06,,FP7-PEOPLE,"Programme spécifique ""Personnes"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Personnes"""
FP7-PEOPLE,2012,5530,3.090860575e+09,558925.9629294756,1.4299004438185268e+06,0,2.4999245e+07,2.709735193e+09,490006.3640144665,1.0061833007624572e+06,11250,9.999698e+06,,FP7-PEOPLE,"Programme spécifique ""Personnes"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Personnes"""
FP7-PEOPLE,2015,5058,3.676768912e+09,726921.4930802688,1.9012090198666104e+06,11250,2.4999245e+07,2.990045489e+09,591151.7376433373,1.1397134935387261e+06,11250,9.999698e+06,,FP7-PEOPLE,"Programme spécifique ""Personnes"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Personnes"""
FP7-PEOPLE,2011,4710,2.136630951e+09,453637.14458598726,1.1698357959236472e+06,0,1.249971e+07,1.970731961e+09,418414.4290870488,890319.5406313227,7500,6.205912e+06,,FP7-PEOPLE,"Programme spécifique ""Personnes"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Personnes"""
FP7-IDEAS-ERC,2014,4120,7.222244766e+09,1.7529720305825244e+06,959854.0635759969,0,1.5e+07,7.221848235e+09,1.7528757851941749e+06,960136.9470252361,97966,1.5e+07,,FP7-IDEAS-ERC,"Programme spécifique ""Idées"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Idées"""
FP7-IDEAS-ERC,2015,3712,6.672438446e+09,1.7975319089439656e+06,988918.6093342779,0,1.5e+07,6.672983536e+09,1.7976787543103448e+06,988891.8219515987,97966,1.5e+07,,FP7-IDEAS-ERC,"Programme spécifique ""Idées"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Idées"""
FP7-IDEAS-ERC,2013,3658,6.060883025e+09,1.6568843698742483e+06,836172.9662145049,0,1.5e+07,6.059580678e+09,1.6565283428102788e+06,836637.3142485423,98926,1.5e+07,,FP7-IDEAS-ERC,"Programme spécifique ""Idées"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Idées"""
FP7-PEOPLE,2010,3657,1.462909545e+09,400029.95488105004,1.0451195462330008e+06,0,1.249971e+07,1.413156035e+09,386424.9480448455,837493.4896610279,7500,6.205912e+06,,FP7-PEOPLE,"Programme spécifique ""Personnes"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Personnes"""
FP7-PEOPLE,2016,3353,2.797119144e+09,834213.8813003281,2.1697830638141525e+06,15000,2.4999245e+07,2.210374475e+09,659222.9272293468,1.239057817241883e+06,15000,9.999698e+06,,FP7-PEOPLE,"Programme spécifique ""Personnes"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Personnes"""
FP7-IDEAS-ERC,2016,3122,5.793406821e+09,1.855671627482383e+06,1.0288516103129018e+06,149490,1.5e+07,5.793280075e+09,1.855631029788597e+06,1.0289166055080686e+06,139140,1.5e+07,,FP7-IDEAS-ERC,"Programme spécifique ""Idées"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Idées"""
FP7-IDEAS-ERC,2012,2851,4.576184554e+09,1.605115592423711e+06,601213.128242644,0,3.499799e+06,4.575524777e+09,1.604884172921782e+06,601447.2569787923,98926,3.499799e+06,,FP7-IDEAS-ERC,"Programme spécifique ""Idées"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Idées"""
FP7-PEOPLE,2009,2282,9.46841261e+08,414917.2922874671,1.0588188509962268e+06,0,1.2460326e+07,9.50780067e+08,416643.32471516216,895798.2283565716,7500,6.205912e+06,,FP7-PEOPLE,"Programme spécifique ""Personnes"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Personnes"""
FP7-IDEAS-ERC,2017,2237,4.32976421e+09,1.935522668752794e+06,1.15648411019393e+06,481087,1.5e+07,4.329764209e+09,1.9355226683057665e+06,1.1564841102701237e+06,481087,1.5e+07,,FP7-IDEAS-ERC,"Programme spécifique ""Idées"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Idées"""
FP7-IDEAS-ERC,2011,1987,3.183799837e+09,1.602314965777554e+06,581467.3043935022,0,3.499127e+06,3.184006159e+09,1.6024188017111223e+06,580730.4491398674,156538,3.499127e+06,,FP7-IDEAS-ERC,"Programme spécifique ""Idées"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Idées"""
FP7-PEOPLE,2017,1535,1.847153428e+09,1.2033572820846906e+06,2.894236657518488e+06,15000,2.4999245e+07,1.337459255e+09,871308.9609120521,1.5037841119801998e+06,15000,9.999698e+06,,FP7-PEOPLE,"Programme spécifique ""Personnes"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Personnes"""
FP7-ICT,2013,1492,7.406476173e+09,4.9641261213136725e+06,4.816550197871768e+06,196670,7.4612812e+07,5.232246982e+09,3.506867950402145e+06,3.2905599460300547e+06,100000,5.4e+07,,FP7-ICT,"Programme spécifique ""Coopération"":  Technologies de l’information et de la communication",Technologies de l'information et de la communication
FP7-IDEAS-ERC,2018,1406,2.889752245e+09,2.0553003165007113e+06,1.3872679195595612e+06,481087,1.5e+07,2.889752244e+09,2.0553003157894737e+06,1.3872679197220288e+06,481087,1.5e+07,,FP7-IDEAS-ERC,"Programme spécifique ""Idées"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Idées"""
FP7-ICT,2012,1319,6.622247261e+09,5.020657514025777e+06,4.179439609571854e+06,196670,6.8512782e+07,4.630398569e+09,3.5105372016679305e+06,2.722176879126861e+06,100000,4.0999e+07,,FP7-ICT,"Programme spécifique ""Coopération"":  Technologies de l’information et de la communication",Technologies de l'information et de la communication
FP7-ICT,2014,1279,6.359875329e+09,4.972537395621579e+06,5.012261631045537e+06,247769,7.4612812e+07,4.532398291e+09,3.5437046841282253e+06,3.44645502596061e+06,199000,5.4e+07,,FP7-ICT,"Programme spécifique ""Coopération"":  Technologies de l’information et de la communication",Technologies de l'information et de la communication
FP7-IDEAS-ERC,2010,1268,1.980820863e+09,1.5621615638801262e+06,599604.0397611228,0,3.499127e+06,1.981027185e+09,1.5623242783911673e+06,598494.8605550918,156538,3.499127e+06,,FP7-IDEAS-ERC,"Programme spécifique ""Idées"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Idées"""
FP7-ICT,2011,1241,6.352764695e+09,5.119069053182917e+06,4.329218521181281e+06,131760,6.8512782e+07,4.429741906e+09,3.569493880741338e+06,2.784824457856739e+06,100000,4.0999e+07,,FP7-ICT,"Programme spécifique ""Coopération"":  Technologies de l’information et de la communication",Technologies de l'information et de la communication
FP7-ICT,2010,1070,5.249138825e+09,4.905737219626168e+06,3.989907322919753e+06,118318,2.8414646e+07,3.647902173e+09,3.4092543672897196e+06,2.6036099640352675e+06,99000,1.896976e+07,,FP7-ICT,"Programme spécifique ""Coopération"":  Technologies de l’information et de la communication",Technologies de l'information et de la communication
FP7-PEOPLE,2008,1040,3.88042681e+08,373117.9625,818545.2593792265,15000,5.8e+06,3.84530597e+08,369740.9586538462,818942.9607862417,15000,5.8e+06,,FP7-PEOPLE,"Programme spécifique ""Personnes"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Personnes"""
FP7-ICT,2015,932,4.75376506e+09,5.100606287553648e+06,5.044679047871142e+06,247769,7.4612812e+07,3.39686422e+09,3.644704098712446e+06,3.5631907365633096e+06,199000,5.4e+07,,FP7-ICT,"Programme spécifique ""Coopération"":  Technologies de l’information et de la communication",Technologies de l'information et de la communication
FP7-IDEAS-ERC,2009,718,1.06530739e+09,1.4837150278551532e+06,600541.9720192718,323118,3.46e+06,1.064077312e+09,1.48200182729805e+06,601172.9354124123,323118,3.46e+06,,FP7-IDEAS-ERC,"Programme spécifique ""Idées"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Idées"""
FP7-HEALTH,2013,710,5.114491818e+09,7.203509602816901e+06,4.94004947683877e+06,101830,4.0876617e+07,3.789718933e+09,5.3376323e+06,3.54502453225652e+06,100000,2.9998903e+07,,FP7-HEALTH,"Programme spécifique ""Coopération"": Santé",Santé
FP7-IDEAS-ERC,2019,688,1.566276092e+09,2.2765640872093025e+06,1.8785906499538317e+06,481087,1.5e+07,1.566276091e+09,2.276564085755814e+06,1.8785906503702123e+06,481087,1.5e+07,,FP7-IDEAS-ERC,"Programme spécifique ""Idées"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Idées"""
FP7-HEALTH,2012,687,4.618173878e+09,6.722232719068414e+06,4.922661667307645e+06,101830,4.0876617e+07,3.417467088e+09,4.9744790218340615e+06,3.526224408116209e+06,100000,2.9996664e+07,,FP7-HEALTH,"Programme spécifique ""Coopération"": Santé",Santé
FP7-HEALTH,2014,637,4.742352909e+09,7.444824032967033e+06,4.906154034651139e+06,134580,4.0876617e+07,3.510574846e+09,5.511106508634223e+06,3.5216167868645857e+06,120000,2.9998903e+07,,FP7-HEALTH,"Programme spécifique ""Coopération"": Santé",Santé
FP7-SME,2013,615,1.036026237e+09,1.6845955073170732e+06,582599.7136586081,430710,4.023409e+06,7.63158067e+08,1.2409074260162602e+06,440375.89626773825,206000,3.1185e+06,,FP7-SME,"Programme spécifique ""Capacités"": Recherche en faveur des PME",Recherche en faveur des PME
FP7-ICT,2009,613,2.987908434e+09,4.87423888091354e+06,4.1410793773665973e+06,118318,2.7538372e+07,2.079408299e+09,3.3921831957585644e+06,2.7197930955374315e+06,99300,1.896976e+07,,FP7-ICT,"Programme spécifique ""Coopération"":  Technologies de l’information et de la communication",Technologies de l'information et de la communication
FP7-HEALTH,2011,609,3.868490537e+09,6.352201210180624e+06,5.06204712763127e+06,101830,4.0876617e+07,2.866382231e+09,4.706703170771757e+06,3.6883146369927353e+06,100000,2.9996664e+07,,FP7-HEALTH,"Programme spécifique ""Coopération"": Santé",Santé
FP7-NMP,2013,558,3.435817236e+09,6.157378559139785e+06,4.380058046416355e+06,232701,4.9522358e+07,2.364853129e+09,4.238088044802868e+06,2.614784697977221e+06,197415,1.7985409e+07,,FP7-NMP,"Programme spécifique ""Coopération"":  Nanosciences, nanotechnologies, matériaux et nouvelles technologies de production","Nanosciences, nanotechnologies, matériaux et nouvelles technologies de production"
FP7-SME,2012,535,9.11900134e+08,1.704486231775701e+06,637945.7885370302,430710,4.023409e+06,6.75610063e+08,1.2628225476635513e+06,480509.76812027366,206000,3.1185e+06,,FP7-SME,"Programme spécifique ""Capacités"": Recherche en faveur des PME",Recherche en faveur des PME
FP7-NMP,2012,521,3.051305809e+09,5.856633030710173e+06,3.9427521320380676e+06,312633,2.9355245e+07,2.11787196e+09,4.0650133589251437e+06,2.5384604974575024e+06,243000,1.7985409e+07,,FP7-NMP,"Programme spécifique ""Coopération"":  Nanosciences, nanotechnologies, matériaux et nouvelles technologies de production","Nanosciences, nanotechnologies, matériaux et nouvelles technologies de production"
FP7-SME,2014,520,8.84706531e+08,1.7013587134615385e+06,545359.8283058491,594800,4.012486e+06,6.48653467e+08,1.2474105134615384e+06,408877.05394928873,369840,2.978002e+06,,FP7-SME,"Programme spécifique ""Capacités"": Recherche en faveur des PME",Recherche en faveur des PME
FP7-HEALTH,2015,517,4.077947346e+09,7.887712468085106e+06,4.962357220392072e+06,538282,4.0876617e+07,3.011838657e+09,5.825606686653771e+06,3.5510042291457406e+06,496000,2.9998903e+07,,FP7-HEALTH,"Programme spécifique ""Coopération"": Santé",Santé
FP7-ICT,2016,500,2.769713299e+09,5.539426598e+06,5.834269469480683e+06,335238,7.4612812e+07,2.002413151e+09,4.004826302e+06,4.174855330024243e+06,300000,5.4e+07,,FP7-ICT,"Programme spécifique ""Coopération"":  Technologies de l’information et de la communication",Technologies de l'information et de la communication
FP7-ICT,2008,499,2.522184383e+09,5.054477721442886e+06,4.283760289399492e+06,235560,2.7538372e+07,1.736617976e+09,3.480196344689379e+06,2.7791132806418175e+06,210000,1.6998662e+07,,FP7-ICT,"Programme spécifique ""Coopération"":  Technologies de l’information et de la communication",Technologies de l'information et de la communication
FP7-SME,2011,496,8.23390591e+08,1.6600616754032257e+06,631985.2376383772,378615,4.023409e+06,6.1259913e+08,1.2350788911290322e+06,473006.99007367395,189308,3.1185e+06,,FP7-SME,"Programme spécifique ""Capacités"": Recherche en faveur des PME",Recherche en faveur des PME
FP7-NMP,2014,477,2.962131145e+09,6.209918542976939e+06,4.356428713382001e+06,232701,4.9522358e+07,2.050405003e+09,4.298542983228511e+06,2.5668660197124393e+06,197415,1.5999203e+07,,FP7-NMP,"Programme spécifique ""Coopération"":  Nanosciences, nanotechnologies, matériaux et nouvelles technologies de production","Nanosciences, nanotechnologies, matériaux et nouvelles technologies de production"
FP7-HEALTH,2010,476,2.808310895e+09,5.899812804621848e+06,4.749452711162166e+06,263438,2.1899739e+07,2.082195815e+09,4.374360955882353e+06,3.435511936069309e+06,210574,1.2e+07,,FP7-HEALTH,"Programme spécifique ""Coopération"": Santé",Santé
FP7-JTI,2014,460,1.713064762e+09,3.7240538304347824e+06,9.329203902200826e+06,70000,9.391997e+07,6.54944559e+08,1.4237925195652174e+06,2.5501375063014426e+06,52499,2.5907168e+07,,FP7-JTI,"Programme spécifique ""Coopération"": Initiatives technologiques conjointes",Initiatives technologiques conjointes
FP7-JTI,2013,459,1.526602036e+09,3.3259303616557736e+06,8.172108915111763e+06,70000,8.1956227e+07,5.84955103e+08,1.2744119891067538e+06,2.3462467099049985e+06,52499,2.5907168e+07,,FP7-JTI,"Programme spécifique ""Coopération"": Initiatives technologiques conjointes",Initiatives technologiques conjointes
FP7-PEOPLE,2018,427,8.20355118e+08,1.9212063653395784e+06,4.451750051717561e+06,46200,2.4986741e+07,4.35350001e+08,1.019555037470726e+06,1.890569300083779e+06,46200,9.994696e+06,,FP7-PEOPLE,"Programme spécifique ""Personnes"" mettant en œuvre le septième programme-cadre de la Communauté européenne pour des activités de recherche, de développement technologique et de démonstration (2007-2013)","Programme spécifique ""Personnes"""
FP7-NMP,2011,427,2.460696445e+09,5.762755140515222e+06,3.9799298879229063e+06,484212,2.9355245e+07,1.717336169e+09,4.0218645644028103e+06,2.604854777423169e+06,268000,1.7989814e+07,,FP7-NMP,"Programme spécifique ""Coopération"":  Nanosciences, nanotechnologies, matériaux et nouvelles technologies de production","Nanosciences, nanotechnologies, matériaux et nouvelles technologies de production"
FP7-TRANSPORT,2012,425,2.564576675e+09,6.03429805882353e+06,8.347172749434969e+06,17542,6.780383e+07,1.675086306e+09,3.941379543529412e+06,5.007321267570798e+06,15000,4.0199771e+07,,FP7-TRANSPORT,"Programme spécifique ""Coopération"": Transports (y compris l’aéronautique)",Transports (y compris l’aéronautique)
FP7-TRANSPORT,2013,408,2.426607703e+09,5.947567899509804e+06,8.389136936855588e+06,17542,6.780383e+07,1.584999154e+09,3.884801848039216e+06,5.045404830956748e+06,15000,4.0199771e+07,,FP7-TRANSPORT,"Programme spécifique ""Coopération"": Transports (y compris l’aéronautique)",Transports (y compris l’aéronautique)
FP7-KBBE,2013,394,2.020828128e+09,5.129005401015229e+06,3.3025238009235435e+06,544125,2.0522739e+07,1.4961054e+09,3.7972218274111673e+06,2.375286558737472e+06,495655,1.3920237e+07,,FP7-KBBE,"Programme spécifique ""Coopération"": Alimentation, agriculture et biotechnologie","Alimentation, agriculture et pêche, et biotechnologie"
FP7-TRANSPORT,2011,389,2.268572864e+09,5.831806848329049e+06,8.48018985382475e+06,17542,6.780383e+07,1.481375331e+09,3.8081628046272495e+06,5.084624097146372e+06,15000,4.0199771e+07,,FP7-TRANSPORT,"Programme spécifique ""Coopération"": Transports (y compris l’aéronautique)",Transports (y compris l’aéronautique)
FP7-JTI,2012,380,1.212230499e+09,3.190080260526316e+06,7.780537677017747e+06,39940,8.1956227e+07,4.52779368e+08,1.191524652631579e+06,2.3841040150221023e+06,29955,2.5907168e+07,,FP7-JTI,"Programme spécifique ""Coopération"": Initiatives technologiques conjointes",Initiatives technologiques conjointes
FP7-NMP,2015,378,2.470146128e+09,6.534778116402117e+06,4.461559650189724e+06,470087,4.9522358e+07,1.703477654e+09,4.50655464021164e+06,2.542441255916626e+06,442602,1.5999203e+07,,FP7-NMP,"Programme spécifique ""Coopération"":  Nanosciences, nanotechnologies, matériaux et nouvelles technologies de production","Nanosciences, nanotechnologies, matériaux et nouvelles technologies de production"
FP7-SME,2010,367,6.12494197e+08,1.6689215177111716e+06,666036.8586828337,378615,4.023409e+06,4.56059289e+08,1.2426683623978202e+06,503683.3651720524,189308,3.1185e+06,,FP7-SME,"Programme spécifique ""Capacités"": Recherche en faveur des PME",Recherche en faveur des PME
FP7-KBBE,2012,361,1.690993524e+09,4.684192587257618e+06,3.004144316191765e+06,188149,2.0522739e+07,1.256134631e+09,3.4795973157894737e+06,2.1664511508555673e+06,79983,1.3920237e+07,,FP7-KBBE,"Programme spécifique ""Coopération"": Alimentation, agriculture et biotechnologie","Alimentation, agriculture et pêche, et biotechnologie"
FP7-ENVIRONMENT,2012,356,1.658721438e+09,4.659329882022472e+06,3.048303528898315e+06,548600,1.69945e+07,1.243215966e+09,3.492179679775281e+06,2.2212792447165768e+06,487610,1.2973123e+07,,FP7-ENVIRONMENT,"Programme spécifique ""Coopération"": Environnement (y compris les changements climatiques)",Environnement (y compris les changements climatiques)
